owner_type,owner_url,owner_html_url,html_url,url,fork,created_at,updated_at,size,stargazers_count,language,has_issues,has_wiki,forks_count,forks,open_issues,watchers,commits,contributors,readme
User,https://api.github.com/users/MaximAbramchuck,https://github.com/MaximAbramchuck,https://github.com/MaximAbramchuck/awesome-interview-questions,https://api.github.com/repos/MaximAbramchuck/awesome-interview-questions,False,2015-11-28T09:48:17Z,2019-06-25T14:56:15Z,389,28105,,True,True,3635,3635,8,28105,,,
Organization,https://api.github.com/users/Homebrew,https://github.com/Homebrew,https://github.com/Homebrew/legacy-homebrew,https://api.github.com/repos/Homebrew/legacy-homebrew,False,2009-05-20T19:38:37Z,2019-06-25T06:51:46Z,70241,28101,,True,False,12540,12540,0,28101,,,
Organization,https://api.github.com/users/JetBrains,https://github.com/JetBrains,https://github.com/JetBrains/kotlin,https://api.github.com/repos/JetBrains/kotlin,False,2012-02-13T17:29:58Z,2019-06-25T14:53:19Z,566621,28079,Kotlin,False,False,3257,3257,105,28079,,,
Organization,https://api.github.com/users/XX-net,https://github.com/XX-net,https://github.com/XX-net/XX-Net,https://api.github.com/repos/XX-net/XX-Net,False,2015-01-15T09:35:51Z,2019-06-25T15:10:19Z,38923,28070,Python,True,True,7601,7601,7790,28070,,,
Organization,https://api.github.com/users/git,https://github.com/git,https://github.com/git/git,https://api.github.com/repos/git/git,False,2008-07-23T14:21:26Z,2019-06-25T12:21:25Z,121644,27978,C,False,False,16122,16122,75,27978,,,
User,https://api.github.com/users/bailicangdu,https://github.com/bailicangdu,https://github.com/bailicangdu/vue2-elm,https://api.github.com/repos/bailicangdu/vue2-elm,False,2016-12-23T01:49:20Z,2019-06-25T14:38:27Z,29791,27975,Vue,True,True,9352,9352,36,27975,,,
Organization,https://api.github.com/users/gothinkster,https://github.com/gothinkster,https://github.com/gothinkster/realworld,https://api.github.com/repos/gothinkster/realworld,False,2016-02-26T20:49:53Z,2019-06-25T14:12:37Z,2689,27960,JavaScript,True,True,1893,1893,144,27960,,,
User,https://api.github.com/users/leonardomso,https://github.com/leonardomso,https://github.com/leonardomso/33-js-concepts,https://api.github.com/repos/leonardomso/33-js-concepts,False,2018-09-04T13:27:04Z,2019-06-25T14:13:32Z,595,27902,JavaScript,True,True,2743,2743,6,27902,,,
Organization,https://api.github.com/users/tesseract-ocr,https://github.com/tesseract-ocr,https://github.com/tesseract-ocr/tesseract,https://api.github.com/repos/tesseract-ocr/tesseract,False,2014-08-12T18:04:59Z,2019-06-25T14:50:49Z,44267,27862,C++,True,True,5328,5328,224,27862,,,
Organization,https://api.github.com/users/immutable-js,https://github.com/immutable-js,https://github.com/immutable-js/immutable-js,https://api.github.com/repos/immutable-js/immutable-js,False,2014-07-02T06:02:29Z,2019-06-25T14:18:34Z,21903,27665,JavaScript,True,True,1606,1606,139,27665,,,
User,https://api.github.com/users/PhilJay,https://github.com/PhilJay,https://github.com/PhilJay/MPAndroidChart,https://api.github.com/repos/PhilJay/MPAndroidChart,False,2014-04-25T14:29:47Z,2019-06-25T14:32:57Z,21264,27607,Java,True,True,7188,7188,1515,27607,,,
User,https://api.github.com/users/jashkenas,https://github.com/jashkenas,https://github.com/jashkenas/backbone,https://api.github.com/repos/jashkenas/backbone,False,2010-09-30T19:41:28Z,2019-06-25T10:51:02Z,26648,27496,JavaScript,True,True,5711,5711,82,27496,,,
Organization,https://api.github.com/users/apache,https://github.com/apache,https://github.com/apache/dubbo,https://api.github.com/repos/apache/dubbo,False,2012-06-19T07:56:02Z,2019-06-25T14:50:52Z,18785,27395,Java,True,True,18068,18068,492,27395,,,
User,https://api.github.com/users/lord,https://github.com/lord,https://github.com/lord/slate,https://api.github.com/repos/lord/slate,False,2013-09-13T22:15:24Z,2019-06-25T14:19:01Z,1196,27272,JavaScript,True,True,16950,16950,33,27272,,,
Organization,https://api.github.com/users/mozilla,https://github.com/mozilla,https://github.com/mozilla/pdf.js,https://api.github.com/repos/mozilla/pdf.js,False,2011-04-26T06:32:03Z,2019-06-25T14:05:56Z,84698,27057,JavaScript,True,True,6435,6435,622,27057,,,
Organization,https://api.github.com/users/hexojs,https://github.com/hexojs,https://github.com/hexojs/hexo,https://api.github.com/repos/hexojs/hexo,False,2012-09-23T15:17:08Z,2019-06-25T12:03:07Z,6174,26949,JavaScript,True,True,3573,3573,206,26949,,,
User,https://api.github.com/users/sahat,https://github.com/sahat,https://github.com/sahat/hackathon-starter,https://api.github.com/repos/sahat/hackathon-starter,False,2013-11-13T17:24:12Z,2019-06-25T12:47:07Z,11948,26867,JavaScript,True,False,5527,5527,16,26867,,,
User,https://api.github.com/users/ariya,https://github.com/ariya,https://github.com/ariya/phantomjs,https://api.github.com/repos/ariya/phantomjs,False,2010-12-27T08:18:58Z,2019-06-25T14:32:51Z,165216,26860,HTML,True,True,5697,5697,1823,26860,,,
User,https://api.github.com/users/alvarotrigo,https://github.com/alvarotrigo,https://github.com/alvarotrigo/fullPage.js,https://api.github.com/repos/alvarotrigo/fullPage.js,False,2013-09-20T11:58:29Z,2019-06-25T14:32:30Z,14226,26785,JavaScript,True,True,6426,6426,150,26785,,,
User,https://api.github.com/users/scutan90,https://github.com/scutan90,https://github.com/scutan90/DeepLearning-500-questions,https://api.github.com/repos/scutan90/DeepLearning-500-questions,False,2018-06-27T06:36:45Z,2019-06-25T14:49:47Z,202766,26631,,True,True,7718,7718,40,26631,,,
Organization,https://api.github.com/users/syncthing,https://github.com/syncthing,https://github.com/syncthing/syncthing,https://api.github.com/repos/syncthing/syncthing,False,2013-11-26T09:48:21Z,2019-06-25T14:39:26Z,99906,26581,Go,True,True,2225,2225,250,26581,,,
User,https://api.github.com/users/lukehoban,https://github.com/lukehoban,https://github.com/lukehoban/es6features,https://api.github.com/repos/lukehoban/es6features,False,2014-03-03T18:29:30Z,2019-06-25T14:45:25Z,199,26530,,True,False,2561,2561,39,26530,,,
User,https://api.github.com/users/sdmg15,https://github.com/sdmg15,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,https://api.github.com/repos/sdmg15/Best-websites-a-programmer-should-visit,False,2017-03-05T20:25:17Z,2019-06-25T09:31:58Z,939,26463,,True,True,2996,2996,42,26463,,,
Organization,https://api.github.com/users/koajs,https://github.com/koajs,https://github.com/koajs/koa,https://api.github.com/repos/koajs/koa,False,2013-07-20T18:53:45Z,2019-06-25T12:46:04Z,2016,26430,JavaScript,True,True,2401,2401,44,26430,,,
Organization,https://api.github.com/users/bumptech,https://github.com/bumptech,https://github.com/bumptech/glide,https://api.github.com/repos/bumptech/glide,False,2013-07-08T22:52:33Z,2019-06-25T15:10:53Z,63031,26342,Java,True,True,4888,4888,132,26342,,,
User,https://api.github.com/users/zenorocha,https://github.com/zenorocha,https://github.com/zenorocha/clipboard.js,https://api.github.com/repos/zenorocha/clipboard.js,False,2015-09-18T23:04:55Z,2019-06-25T09:26:17Z,1757,26328,JavaScript,True,True,3095,3095,66,26328,,,
Organization,https://api.github.com/users/facebook,https://github.com/facebook,https://github.com/facebook/jest,https://api.github.com/repos/facebook/jest,False,2013-12-10T00:18:04Z,2019-06-25T14:58:04Z,164616,26148,JavaScript,True,True,3533,3533,661,26148,,,
User,https://api.github.com/users/dypsilon,https://github.com/dypsilon,https://github.com/dypsilon/frontend-dev-bookmarks,https://api.github.com/repos/dypsilon/frontend-dev-bookmarks,False,2013-06-22T13:23:55Z,2019-06-25T15:10:57Z,1048,26024,,True,False,4231,4231,109,26024,,,
Organization,https://api.github.com/users/airbnb,https://github.com/airbnb,https://github.com/airbnb/lottie-android,https://api.github.com/repos/airbnb/lottie-android,False,2016-10-06T22:42:42Z,2019-06-25T14:43:29Z,133967,25842,Java,True,False,4061,4061,32,25842,,,
Organization,https://api.github.com/users/fastlane,https://github.com/fastlane,https://github.com/fastlane/fastlane,https://api.github.com/repos/fastlane/fastlane,False,2014-12-02T17:00:38Z,2019-06-25T10:52:42Z,65518,25757,Ruby,True,False,3940,3940,210,25757,,,
User,https://api.github.com/users/caolan,https://github.com/caolan,https://github.com/caolan/async,https://api.github.com/repos/caolan/async,False,2010-06-01T21:01:30Z,2019-06-24T22:20:19Z,5751,25736,JavaScript,True,True,2327,2327,2,25736,,,
Organization,https://api.github.com/users/etcd-io,https://github.com/etcd-io,https://github.com/etcd-io/etcd,https://api.github.com/repos/etcd-io/etcd,False,2013-07-06T21:57:21Z,2019-06-25T14:57:53Z,49542,25629,Go,True,False,5209,5209,446,25629,,,
Organization,https://api.github.com/users/tastejs,https://github.com/tastejs,https://github.com/tastejs/todomvc,https://api.github.com/repos/tastejs/todomvc,False,2011-06-03T19:56:33Z,2019-06-25T09:44:23Z,72495,25539,JavaScript,True,True,13434,13434,154,25539,,,
Organization,https://api.github.com/users/codepath,https://github.com/codepath,https://github.com/codepath/android_guides,https://api.github.com/repos/codepath/android_guides,False,2013-06-19T10:24:45Z,2019-06-25T11:02:11Z,1093,25506,,True,True,6173,6173,141,25506,,,
User,https://api.github.com/users/joshbuchea,https://github.com/joshbuchea,https://github.com/joshbuchea/HEAD,https://api.github.com/repos/joshbuchea/HEAD,False,2016-04-20T20:05:37Z,2019-06-25T07:43:35Z,359,25396,,True,True,1755,1755,11,25396,,,
Organization,https://api.github.com/users/videojs,https://github.com/videojs,https://github.com/videojs/video.js,https://api.github.com/repos/videojs/video.js,False,2010-05-14T18:45:10Z,2019-06-25T14:47:42Z,124539,25324,JavaScript,True,True,6018,6018,205,25324,,,
Organization,https://api.github.com/users/certbot,https://github.com/certbot,https://github.com/certbot/certbot,https://api.github.com/repos/certbot/certbot,False,2014-11-12T02:52:20Z,2019-06-25T14:49:04Z,22271,25259,Python,True,False,2602,2602,530,25259,,,
User,https://api.github.com/users/kamranahmedse,https://github.com/kamranahmedse,https://github.com/kamranahmedse/design-patterns-for-humans,https://api.github.com/repos/kamranahmedse/design-patterns-for-humans,False,2017-02-16T21:24:39Z,2019-06-25T14:24:08Z,149,25242,,True,True,2544,2544,10,25242,,,
Organization,https://api.github.com/users/exacity,https://github.com/exacity,https://github.com/exacity/deeplearningbook-chinese,https://api.github.com/repos/exacity/deeplearningbook-chinese,False,2016-12-07T11:46:51Z,2019-06-25T14:12:40Z,8859,25112,TeX,True,True,7318,7318,41,25112,,,
User,https://api.github.com/users/soimort,https://github.com/soimort,https://github.com/soimort/you-get,https://api.github.com/repos/soimort/you-get,False,2012-08-20T15:53:36Z,2019-06-25T15:10:19Z,3135,25108,Python,False,True,5001,5001,317,25108,,,
Organization,https://api.github.com/users/Leaflet,https://github.com/Leaflet,https://github.com/Leaflet/Leaflet,https://api.github.com/repos/Leaflet/Leaflet,False,2010-09-22T16:57:44Z,2019-06-25T10:17:49Z,48769,25102,JavaScript,True,False,4097,4097,437,25102,,,
Organization,https://api.github.com/users/python,https://github.com/python,https://github.com/python/cpython,https://api.github.com/repos/python/cpython,False,2017-02-10T19:23:51Z,2019-06-25T15:11:35Z,289392,25090,Python,False,False,10407,10407,964,25090,,,
User,https://api.github.com/users/ageitgey,https://github.com/ageitgey,https://github.com/ageitgey/face_recognition,https://api.github.com/repos/ageitgey/face_recognition,False,2017-03-03T21:52:39Z,2019-06-25T15:08:38Z,103846,25022,Python,True,True,6697,6697,331,25022,,,
Organization,https://api.github.com/users/pixijs,https://github.com/pixijs,https://github.com/pixijs/pixi.js,https://api.github.com/repos/pixijs/pixi.js,False,2013-01-21T22:40:50Z,2019-06-25T13:53:52Z,68863,25014,JavaScript,True,True,3517,3517,125,25014,,,
User,https://api.github.com/users/photonstorm,https://github.com/photonstorm,https://github.com/photonstorm/phaser,https://api.github.com/repos/photonstorm/phaser,False,2013-04-12T12:27:51Z,2019-06-25T15:06:39Z,290844,24994,JavaScript,True,False,5963,5963,198,24994,,,
Organization,https://api.github.com/users/apache,https://github.com/apache,https://github.com/apache/incubator-superset,https://api.github.com/repos/apache/incubator-superset,False,2015-07-21T18:55:34Z,2019-06-25T13:54:31Z,104184,24908,JavaScript,True,False,4787,4787,296,24908,,,
User,https://api.github.com/users/justjavac,https://github.com/justjavac,https://github.com/justjavac/awesome-wechat-weapp,https://api.github.com/repos/justjavac/awesome-wechat-weapp,False,2016-09-22T20:04:48Z,2019-06-25T14:39:06Z,649,24824,,True,False,5350,5350,1,24824,,,
User,https://api.github.com/users/fatedier,https://github.com/fatedier,https://github.com/fatedier/frp,https://api.github.com/repos/fatedier/frp,False,2015-12-21T15:24:59Z,2019-06-25T14:38:25Z,14200,24761,Go,True,True,4443,4443,39,24761,,,
Organization,https://api.github.com/users/prometheus,https://github.com/prometheus,https://github.com/prometheus/prometheus,https://api.github.com/repos/prometheus/prometheus,False,2012-11-24T11:14:12Z,2019-06-25T14:58:06Z,77172,24753,Go,True,True,3507,3507,380,24753,,,
User,https://api.github.com/users/jashkenas,https://github.com/jashkenas,https://github.com/jashkenas/underscore,https://api.github.com/repos/jashkenas/underscore,False,2009-10-25T18:31:06Z,2019-06-25T15:03:41Z,4533,24608,JavaScript,True,True,5404,5404,122,24608,,,
User,https://api.github.com/users/jondot,https://github.com/jondot,https://github.com/jondot/awesome-react-native,https://api.github.com/repos/jondot/awesome-react-native,False,2015-03-26T19:58:06Z,2019-06-25T15:09:14Z,4575,24521,JavaScript,True,True,3005,3005,15,24521,,,
Organization,https://api.github.com/users/styled-components,https://github.com/styled-components,https://github.com/styled-components/styled-components,https://api.github.com/repos/styled-components/styled-components,False,2016-08-16T06:41:32Z,2019-06-25T14:54:26Z,8945,24479,JavaScript,True,False,1445,1445,78,24479,,,
User,https://api.github.com/users/bayandin,https://github.com/bayandin,https://github.com/bayandin/awesome-awesomeness,https://api.github.com/repos/bayandin/awesome-awesomeness,False,2014-07-08T05:44:19Z,2019-06-25T13:30:25Z,221,24426,Ruby,True,False,3052,3052,8,24426,,,
Organization,https://api.github.com/users/shadowsocks,https://github.com/shadowsocks,https://github.com/shadowsocks/shadowsocks-android,https://api.github.com/repos/shadowsocks/shadowsocks-android,False,2012-12-16T13:40:29Z,2019-06-25T14:42:07Z,51197,24426,Kotlin,True,True,9531,9531,11,24426,,,
Organization,https://api.github.com/users/home-assistant,https://github.com/home-assistant,https://github.com/home-assistant/home-assistant,https://api.github.com/repos/home-assistant/home-assistant,False,2013-09-17T07:29:48Z,2019-06-25T14:56:20Z,113389,24424,Python,True,False,7119,7119,1269,24424,,,
Organization,https://api.github.com/users/nylas,https://github.com/nylas,https://github.com/nylas/nylas-mail,https://api.github.com/repos/nylas/nylas-mail,False,2014-10-16T18:29:12Z,2019-06-25T11:39:24Z,87026,24386,JavaScript,True,False,1386,1386,1044,24386,,,
Organization,https://api.github.com/users/proxyee-down-org,https://github.com/proxyee-down-org,https://github.com/proxyee-down-org/proxyee-down,https://api.github.com/repos/proxyee-down-org/proxyee-down,False,2017-10-25T10:07:27Z,2019-06-25T15:10:21Z,26846,24372,Java,False,True,4393,4393,212,24372,,,
User,https://api.github.com/users/johnpapa,https://github.com/johnpapa,https://github.com/johnpapa/angular-styleguide,https://api.github.com/repos/johnpapa/angular-styleguide,False,2014-07-29T00:07:51Z,2019-06-25T14:48:10Z,4140,24196,,True,False,4503,4503,79,24196,,,
Organization,https://api.github.com/users/open-guides,https://github.com/open-guides,https://github.com/open-guides/og-aws,https://api.github.com/repos/open-guides/og-aws,False,2016-07-13T17:30:16Z,2019-06-25T09:22:53Z,6465,24185,Shell,True,False,2170,2170,118,24185,,,
User,https://api.github.com/users/JakeWharton,https://github.com/JakeWharton,https://github.com/JakeWharton/butterknife,https://api.github.com/repos/JakeWharton/butterknife,False,2013-03-05T08:18:59Z,2019-06-25T14:31:29Z,3814,24085,Java,True,False,4552,4552,106,24085,,,
User,https://api.github.com/users/imhuay,https://github.com/imhuay,https://github.com/imhuay/Algorithm_Interview_Notes-Chinese,https://api.github.com/repos/imhuay/Algorithm_Interview_Notes-Chinese,False,2018-06-06T12:53:14Z,2019-06-25T14:58:59Z,233283,24072,Python,True,True,7394,7394,26,24072,,,
User,https://api.github.com/users/alex,https://github.com/alex,https://github.com/alex/what-happens-when,https://api.github.com/repos/alex/what-happens-when,False,2013-11-07T04:30:06Z,2019-06-25T12:14:36Z,247,24071,,True,True,1679,1679,119,24071,,,
